Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
CASH,2,2,98.37999725,196.7700043,Shipping on time,0,17,Cleats,Bronx,EE. UU.,XXXXXXXXX,Richard,1223,Perry,XXXXXXXXX,Consumer,NY,1655 Little Bear Circle,10469.0,4,Apparel,40.83880234,-73.87099457,Europe,Porto,Portugal,1223,8/8/2015 0:55,15006,365,43.18999863,0.180000007,37584,59.99000168,0.5,4,239.9600067,196.7700043,98.37999725,Southern Europe,Porto,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/10/2015 0:55,Second Class
DEBIT,6,4,12.18999958,37.5,Late delivery,1,24,Women's Apparel,Panorama City,EE. UU.,XXXXXXXXX,Janice,8275,Smith,XXXXXXXXX,Corporate,CA,6774 Green Bluff Bank,91402.0,5,Golf,37.73804474,-120.9601974,Pacific Asia,Thiruvananthapuram,India,8275,1/12/2016 12:47,25795,502,12.5,0.25,64573,50.0,0.330000013,1,50.0,37.5,12.18999958,South Asia,Kerala,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/18/2016 12:47,Standard Class
TRANSFER,5,4,-228.25,83.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Scott,10274,Bray,XXXXXXXXX,Corporate,PR,1847 Quiet Leaf View,725.0,5,Golf,18.23477364,-66.37052155,Europe,Worcester,Reino Unido,10274,8/29/2015 9:28,16469,502,17.0,0.170000002,41128,50.0,-2.75,2,100.0,83.0,-228.25,Northern Europe,Inglaterra,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,9/3/2015 9:28,Standard Class
TRANSFER,4,2,27.04000092,103.9899979,Late delivery,1,18,Men's Footwear,Saint Louis,EE. UU.,XXXXXXXXX,Mary,11120,Smith,XXXXXXXXX,Corporate,MO,4534 Silver Limits,63116.0,4,Apparel,38.58456039,-90.26252747,LATAM,La Ceiba,Honduras,11120,4/12/2017 4:05,57008,403,26.0,0.200000003,142584,129.9900055,0.25999999,1,129.9900055,103.9899979,27.04000092,Central America,Atlántida,PENDING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,4/16/2017 4:05,Second Class
DEBIT,2,2,44.09000015,117.5599976,Shipping on time,0,44,Hunting & Shooting,Ontario,EE. UU.,XXXXXXXXX,Mary,8361,King,XXXXXXXXX,Corporate,CA,7011 Burning Park,91762.0,7,Fan Shop,35.18488693,-120.7032623,Africa,Benguela,Angola,8361,1/11/2017 22:15,50826,977,2.400000095,0.02,127022,29.98999977,0.379999995,4,119.9599991,117.5599976,44.09000015,Central Africa,Benguela,COMPLETE,,977,44,,http://images.acmesports.sports/ENO+Atlas+Hammock+Straps,ENO Atlas Hammock Straps,29.98999977,0,1/13/2017 22:15,Second Class
DEBIT,3,4,40.41999817,82.48999786,Advance shipping,0,30,Men's Golf Clubs,Caguas,Puerto Rico,XXXXXXXXX,James,3944,Smith,XXXXXXXXX,Home Office,PR,8263 Fallen Bluff Circuit,725.0,6,Outdoors,18.27803993,-66.37059021,LATAM,Nicolás Romero,México,3944,5/31/2017 4:53,60367,666,27.5,0.25,151079,109.9899979,0.49000001,1,109.9899979,82.48999786,40.41999817,Central America,México,ON_HOLD,,666,30,,http://images.acmesports.sports/Merrell+Men%27s+All+Out+Flash+Trail+Running+Shoe,Merrell Men's All Out Flash Trail Running Sho,109.9899979,0,6/3/2017 4:53,Standard Class
PAYMENT,3,4,10.47000027,44.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Gregory,7781,Hayden,XXXXXXXXX,Consumer,PR,1187 Hidden Blossom Corner,725.0,5,Golf,18.2894268,-66.3706131,USCA,Dubuque,Estados Unidos,7781,7/27/2016 15:08,39297,502,6.0,0.119999997,98112,50.0,0.239999995,1,50.0,44.0,10.47000027,US Center ,Iowa,PENDING_PAYMENT,52001.0,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,7/30/2016 15:08,Standard Class
DEBIT,3,4,9.409999847,113.3799973,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,David,2582,Franklin,XXXXXXXXX,Home Office,PR,4311 Thunder Heath,725.0,4,Apparel,18.21058846,-66.37055206,LATAM,Tegucigalpa,Honduras,2582,4/27/2017 23:51,58092,365,6.599999905,0.059999999,145355,59.99000168,0.079999998,2,119.9800034,113.3799973,9.409999847,Central America,Francisco Morazán,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/30/2017 23:51,Standard Class
DEBIT,2,4,57.43999863,169.9299927,Advance shipping,0,46,Indoor/Outdoor Games,Massapequa,EE. UU.,XXXXXXXXX,Cynthia,3141,Shannon,XXXXXXXXX,Consumer,NY,3470 Clear Estates,11758.0,7,Fan Shop,40.67998123,-73.4734726,Europe,Sterlitamak,Rusia,3141,10/16/2016 4:41,44816,1014,29.98999977,0.150000006,111956,49.97999954,0.340000004,4,199.9199982,169.9299927,57.43999863,Eastern Europe,Bashkortostán,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,10/18/2016 4:41,Standard Class
PAYMENT,3,2,51.15999985,196.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,7955,Rios,XXXXXXXXX,Home Office,PR,9505 Broad Timber Highlands,725.0,4,Apparel,18.28871346,-66.37050629,Pacific Asia,Qom,Irán,7955,10/30/2016 3:37,45772,365,43.18999863,0.180000007,114415,59.99000168,0.25999999,4,239.9600067,196.7700043,51.15999985,South Asia,Qom,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/2/2016 3:37,Second Class
DEBIT,5,4,-163.3300018,98.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,647,Rios,XXXXXXXXX,Consumer,PR,4167 Stony Extension,725.0,3,Footwear,18.35907555,-66.07783508,Europe,Mainz,Alemania,647,7/20/2017 0:16,63779,191,1.0,0.01,159418,99.98999786,-1.649999976,1,99.98999786,98.98999786,-163.3300018,Western Europe,Renania-Palatinado,ON_HOLD,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,7/25/2017 0:16,Standard Class
DEBIT,1,0,7.5,150.0,Late delivery,1,24,Women's Apparel,Tampa,EE. UU.,XXXXXXXXX,Arthur,4931,Smith,XXXXXXXXX,Consumer,FL,347 Cozy Round,33624.0,5,Golf,28.08034515,-80.56951141,Europe,Villeurbanne,Francia,4931,8/15/2017 18:48,65613,502,0.0,0.0,163975,50.0,0.050000001,3,150.0,150.0,7.5,Western Europe,Auvernia-Ródano-Alpes,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,8/16/2017 6:48,Same Day
TRANSFER,3,2,9.75,97.48999786,Late delivery,1,18,Men's Footwear,Normal,EE. UU.,XXXXXXXXX,Sean,10836,Brennan,XXXXXXXXX,Consumer,IL,3587 Little Moor,61761.0,4,Apparel,40.50857925,-88.98264313,USCA,Houston,Estados Unidos,10836,5/16/2016 21:11,34382,403,32.5,0.25,85899,129.9900055,0.100000001,1,129.9900055,97.48999786,9.75,US Center ,Texas,PENDING,77070.0,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,5/19/2016 21:11,Second Class
DEBIT,3,4,-72.76999664,90.95999908,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Lori,2996,Smith,XXXXXXXXX,Consumer,PR,3392 Hazy Point,725.0,7,Fan Shop,18.24224281,-66.37060547,Europe,Porto,Portugal,2996,8/8/2015 1:16,15007,1014,9.0,0.090000004,37585,49.97999954,-0.800000012,2,99.95999908,90.95999908,-72.76999664,Southern Europe,Porto,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,8/11/2015 1:16,Standard Class
PAYMENT,6,2,31.15999985,163.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Helen,8789,Carroll,XXXXXXXXX,Consumer,PR,1497 Little Walk,725.0,7,Fan Shop,18.22245979,-66.37050629,Europe,London,Reino Unido,8789,8/1/2017 13:55,64640,1073,36.0,0.180000007,161568,199.9900055,0.189999998,1,199.9900055,163.9900055,31.15999985,Northern Europe,Inglaterra,PENDING_PAYMENT,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,8/7/2017 13:55,Second Class
DEBIT,2,4,0.0,484.9500122,Advance shipping,0,9,Cardio Equipment,Vista,EE. UU.,XXXXXXXXX,Mary,9981,Maynard,XXXXXXXXX,Corporate,CA,6084 Silent Barn View,92084.0,3,Footwear,33.21837997,-117.2267685,LATAM,São Paulo,Brasil,9981,1/8/2015 19:26,536,191,15.0,0.029999999,1329,99.98999786,0.0,5,499.9500122,484.9500122,0.0,South America,São Paulo,ON_HOLD,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/10/2015 19:26,Standard Class
TRANSFER,5,4,14.21000004,49.0,Shipping canceled,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Amber,1464,Dixon,XXXXXXXXX,Consumer,PR,1555 Crystal Rise Forest,725.0,5,Golf,18.25997925,-66.37049866,USCA,Watertown,Estados Unidos,1464,7/22/2016 0:57,38914,502,1.0,0.02,97149,50.0,0.289999992,1,50.0,49.0,14.21000004,East of USA,Nueva York,CANCELED,13601.0,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,7/27/2016 0:57,Standard Class
DEBIT,5,4,116.3899994,387.980011,Late delivery,1,45,Fishing,Glendale,EE. UU.,XXXXXXXXX,Mary,4732,Pierce,XXXXXXXXX,Corporate,AZ,6412 Velvet Bank,85301.0,7,Fan Shop,33.53844833,-112.1977921,Europe,Cholet,Francia,4732,10/19/2015 13:25,19974,1004,12.0,0.029999999,49936,399.980011,0.300000012,1,399.980011,387.980011,116.3899994,Western Europe,Países del Loira,ON_HOLD,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,10/24/2015 13:25,Standard Class
DEBIT,2,1,138.5899963,395.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Amber,1464,Dixon,XXXXXXXXX,Consumer,PR,1555 Crystal Rise Forest,725.0,7,Fan Shop,18.25997925,-66.37049866,Europe,Rome,Italia,1464,9/10/2017 18:04,67392,1004,4.0,0.01,168449,399.980011,0.349999994,1,399.980011,395.980011,138.5899963,Southern Europe,Lacio,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,9/12/2017 18:04,First Class
PAYMENT,3,2,16.89999962,192.0,Late delivery,1,24,Women's Apparel,Ogden,EE. UU.,XXXXXXXXX,Mary,1022,Smith,XXXXXXXXX,Consumer,UT,1356 Pleasant Hickory Lane,84404.0,5,Golf,41.23968124,-111.9685974,LATAM,Panama City,Panamá,1022,5/17/2015 6:49,9337,502,8.0,0.039999999,23301,50.0,0.090000004,4,200.0,192.0,16.89999962,Central America,Panamá,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,5/20/2015 6:49,Second Class
DEBIT,3,4,-17.39999962,21.75,Advance shipping,0,26,Girls' Apparel,Harlingen,EE. UU.,XXXXXXXXX,Mary,6231,Smith,XXXXXXXXX,Home Office,TX,2250 Cinder Knoll,78550.0,5,Golf,26.19086266,-97.69604492,LATAM,San José de las Lajas,Cuba,6231,4/29/2015 16:39,8132,567,3.25,0.129999995,20307,25.0,-0.800000012,1,25.0,21.75,-17.39999962,Caribbean,Mayabeque,COMPLETE,,567,26,,http://images.acmesports.sports/adidas+Men%27s+Germany+Black+Crest+Away+Tee,adidas Men's Germany Black Crest Away Tee,25.0,0,5/2/2015 16:39,Standard Class
DEBIT,5,4,-427.4299927,170.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,9321,Silva,XXXXXXXXX,Corporate,PR,3200 Amber Pine Vale,725.0,4,Apparel,18.25891686,-66.37062073,Pacific Asia,K'ut'aisi,Georgia,9321,1/17/2017 15:56,51219,365,9.0,0.050000001,127984,59.99000168,-2.5,3,179.9700012,170.9700012,-427.4299927,West Asia,Imericia,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/22/2017 15:56,Standard Class
TRANSFER,4,4,31.0699997,107.8899994,Shipping canceled,0,18,Men's Footwear,Toa Baja,Puerto Rico,XXXXXXXXX,Mary,3105,Stone,XXXXXXXXX,Corporate,PR,8510 Green River Acres,949.0,4,Apparel,18.44488907,-66.17352295,Europe,Burgas,Bulgaria,3105,11/15/2016 12:21,46893,403,22.10000038,0.170000002,117232,129.9900055,0.289999992,1,129.9900055,107.8899994,31.0699997,Eastern Europe,Burgas,CANCELED,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/19/2016 12:21,Standard Class
TRANSFER,4,4,29.39999962,83.98999786,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,5635,Chavez,XXXXXXXXX,Corporate,PR,5918 Easy Mountain Beach,725.0,3,Footwear,18.28363991,-66.37059021,LATAM,Santiago de los Caballeros,República Dominicana,5635,3/29/2017 5:30,56053,191,16.0,0.159999996,140153,99.98999786,0.349999994,1,99.98999786,83.98999786,29.39999962,Caribbean,Santiago de Chile,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,4/2/2017 5:30,Standard Class
PAYMENT,2,1,96.63999939,284.25,Late delivery,1,69,Health and Beauty,Caguas,Puerto Rico,XXXXXXXXX,Sybill,15914,Baxter,XXXXXXXXX,Consumer,PR,5575 Hidden Row,725.0,12,Health and Beauty ,18.29706192,-66.03704834,Pacific Asia,Sandakan,Malasia,15914,11/22/2017 6:55,72361,1356,8.789999962,0.029999999,175676,293.0400085,0.340000004,1,293.0400085,284.25,96.63999939,Southeast Asia,Sabah,PENDING_PAYMENT,,1356,69,,http://images.acmesports.sports/First+aid+kit,First aid kit,293.0400085,0,11/24/2017 6:55,First Class
CASH,2,2,5.019999981,132.0,Shipping on time,0,24,Women's Apparel,Staten Island,EE. UU.,XXXXXXXXX,Mary,5383,Frye,XXXXXXXXX,Consumer,NY,8342 Rocky Row,10312.0,5,Golf,40.54027557,-74.16858673,LATAM,San Pedro Sula,Honduras,5383,1/24/2015 10:18,1606,502,18.0,0.119999997,3999,50.0,0.039999999,3,150.0,132.0,5.019999981,Central America,Cortés,CLOSED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/26/2015 10:18,Second Class
TRANSFER,5,2,9.93999958,88.0,Late delivery,1,24,Women's Apparel,San Diego,EE. UU.,XXXXXXXXX,Carol,6842,Reese,XXXXXXXXX,Corporate,CA,2437 Thunder Oak Highway,92102.0,5,Golf,32.75210953,-117.1939087,Europe,Vínnytsia,Ucrania,6842,12/2/2016 19:51,48079,502,12.0,0.119999997,120226,50.0,0.109999999,2,100.0,88.0,9.93999958,Eastern Europe,Vínnytsia,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/7/2016 19:51,Second Class
TRANSFER,2,4,46.47999954,165.9900055,Advance shipping,0,48,Water Sports,Irving,EE. UU.,XXXXXXXXX,Mary,10641,Hodges,XXXXXXXXX,Consumer,TX,4055 Stony Anchor Forest,75060.0,7,Fan Shop,32.83844757,-96.99565125,Africa,Cairo,Egipto,10641,10/18/2016 7:29,44961,1073,34.0,0.170000002,112289,199.9900055,0.280000001,1,199.9900055,165.9900055,46.47999954,North Africa,El Cairo,PROCESSING,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,10/20/2016 7:29,Standard Class
CASH,2,4,15.43999958,59.38999939,Advance shipping,0,17,Cleats,Rego Park,EE. UU.,XXXXXXXXX,Mary,2394,Smith,XXXXXXXXX,Consumer,NY,8569 Emerald Blossom Concession,11374.0,4,Apparel,40.73192978,-73.8688736,Europe,Amadora,Portugal,2394,10/13/2015 7:29,19546,365,0.600000024,0.01,48861,59.99000168,0.25999999,1,59.99000168,59.38999939,15.43999958,Southern Europe,Lisboa,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,10/15/2015 7:29,Standard Class
TRANSFER,2,2,85.98999786,199.9799957,Shipping canceled,0,9,Cardio Equipment,Staten Island,EE. UU.,XXXXXXXXX,David,7102,Bradley,XXXXXXXXX,Consumer,NY,6254 Silent Heath,10314.0,3,Footwear,40.58441544,-74.15991974,Europe,Sartrouville,Francia,7102,9/25/2017 16:49,68416,191,0.0,0.0,171054,99.98999786,0.430000007,2,199.9799957,199.9799957,85.98999786,Western Europe,Isla de Francia,SUSPECTED_FRAUD,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/27/2017 16:49,Second Class
TRANSFER,2,4,22.67000008,83.97000122,Advance shipping,0,46,Indoor/Outdoor Games,Miami,EE. UU.,XXXXXXXXX,Angela,10763,Smith,XXXXXXXXX,Consumer,FL,6544 Hazy Blossom Expressway,33177.0,7,Fan Shop,25.83567047,-80.19539642,Pacific Asia,Kabul,Afganistán,10763,1/4/2016 7:11,25231,1014,15.98999977,0.159999996,63230,49.97999954,0.270000011,2,99.95999908,83.97000122,22.67000008,South Asia,Kabul,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/6/2016 7:11,Standard Class
CASH,3,4,-138.2700043,165.9900055,Advance shipping,0,48,Water Sports,Tempe,EE. UU.,XXXXXXXXX,Alexander,331,Russell,XXXXXXXXX,Home Office,AZ,3304 Heather Pioneer Vista,85281.0,7,Fan Shop,33.38945007,-111.9099655,LATAM,Piedecuesta,Colombia,331,1/25/2017 15:56,51767,1073,34.0,0.170000002,129328,199.9900055,-0.829999983,1,199.9900055,165.9900055,-138.2700043,South America,Santander,CLOSED,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/28/2017 15:56,Standard Class
TRANSFER,2,1,99.94000244,232.4100037,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Mary,11766,Mason,XXXXXXXXX,Consumer,PR,5937 High Pony Village,725.0,7,Fan Shop,18.23348427,-66.37059784,LATAM,Camaçari,Brasil,11766,5/7/2017 2:07,58715,1014,17.48999977,0.07,146966,49.97999954,0.430000007,5,249.8999939,232.4100037,99.94000244,South America,Bahía,CANCELED,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,5/9/2017 2:07,First Class
DEBIT,6,2,68.88999939,237.5599976,Late delivery,1,17,Cleats,Pompano Beach,EE. UU.,XXXXXXXXX,Mark,10222,Reyes,XXXXXXXXX,Consumer,FL,1995 Burning Fox Mountain,33068.0,4,Apparel,26.21472931,-80.23004913,Europe,Tallinn,Estonia,10222,12/21/2016 14:24,49365,365,2.400000095,0.01,123391,59.99000168,0.289999992,4,239.9600067,237.5599976,68.88999939,Northern Europe,Harjumaa,ON_HOLD,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/27/2016 14:24,Second Class
PAYMENT,3,4,115.1900024,239.9799957,Advance shipping,0,9,Cardio Equipment,Grove City,EE. UU.,XXXXXXXXX,Ruth,8018,Shepherd,XXXXXXXXX,Consumer,OH,4369 Middle Willow Private,43123.0,3,Footwear,39.86989212,-83.10421753,Pacific Asia,Mersin,Turquía,8018,11/22/2016 15:40,47382,191,59.99000168,0.200000003,118466,99.98999786,0.479999989,3,299.9700012,239.9799957,115.1900024,West Asia,Mersin,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,11/25/2016 15:40,Standard Class
CASH,3,4,-10.46000004,165.9900055,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Kelly,8580,Smith,XXXXXXXXX,Corporate,PR,4590 Red Treasure Loop,725.0,7,Fan Shop,18.26570511,-66.37058258,LATAM,Pinar del Río,Cuba,8580,4/15/2015 9:18,7152,1073,34.0,0.170000002,17904,199.9900055,-0.059999999,1,199.9900055,165.9900055,-10.46000004,Caribbean,Pinar del Río,CLOSED,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,4/18/2015 9:18,Standard Class
TRANSFER,2,2,35.09000015,134.9499969,Shipping on time,0,46,Indoor/Outdoor Games,Jackson,EE. UU.,XXXXXXXXX,Mary,11713,Frost,XXXXXXXXX,Consumer,MI,8398 Cinder Brook Cape,49201.0,7,Fan Shop,42.10625076,-84.4058075,Europe,Berdyans'k,Ucrania,11713,10/22/2016 21:50,45276,1014,14.98999977,0.100000001,113124,49.97999954,0.25999999,3,149.9400024,134.9499969,35.09000015,Eastern Europe,Zaporiyia,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,10/24/2016 21:50,Second Class
DEBIT,4,4,38.93000031,149.7299957,Shipping on time,0,37,Electronics,Marietta,EE. UU.,XXXXXXXXX,Mary,5418,Roy,XXXXXXXXX,Consumer,GA,6292 Wishing Branch Via,30066.0,6,Outdoors,34.03212357,-84.51288605,LATAM,Sabanalarga,Colombia,5418,4/18/2015 19:59,7388,823,6.239999771,0.039999999,18499,51.99000168,0.25999999,3,155.9700012,149.7299957,38.93000031,South America,Atlántico,COMPLETE,,823,37,,http://images.acmesports.sports/Titleist+Pro+V1x+High+Numbers+Personalized+Golf+Balls,Titleist Pro V1x High Numbers Personalized Go,51.99000168,0,4/22/2015 19:59,Standard Class
TRANSFER,2,4,-76.69000244,49.47999954,Advance shipping,0,46,Indoor/Outdoor Games,El Paso,EE. UU.,XXXXXXXXX,Christina,3850,Nelson,XXXXXXXXX,Corporate,TX,4187 Quiet Butterfly Grove,79927.0,7,Fan Shop,31.65174103,-106.2676239,LATAM,Managua,Nicaragua,3850,4/2/2017 13:54,56351,1014,0.5,0.01,140945,49.97999954,-1.549999952,1,49.97999954,49.47999954,-76.69000244,Central America,Managua,PENDING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,4/4/2017 13:54,Standard Class
DEBIT,5,2,2.49000001,11.31000042,Late delivery,1,74,Toys,Atlanta,EE. UU.,XXXXXXXXX,Lacota,16857,Mccall,XXXXXXXXX,Corporate,GA,833 Amber Anchor Glen,30318.0,7,Fan Shop,33.81632614,-84.44550324,Pacific Asia,Antipolo,Filipinas,16857,12/6/2017 1:18,73304,1361,0.230000004,0.02,176619,11.53999996,0.219999999,1,11.53999996,11.31000042,2.49000001,Southeast Asia,Calabarzón,COMPLETE,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,12/11/2017 1:18,Second Class
CASH,0,0,11.02000046,97.48999786,Shipping on time,0,18,Men's Footwear,Beaverton,EE. UU.,XXXXXXXXX,Jennifer,9391,Sellers,XXXXXXXXX,Consumer,OR,5985 Jagged Oak Abbey,97006.0,4,Apparel,45.5220108,-122.8633347,Pacific Asia,Wuchang,China,9391,2/11/2016 1:11,27817,403,32.5,0.25,69637,129.9900055,0.109999999,1,129.9900055,97.48999786,11.02000046,Eastern Asia,Heilongjiang,CLOSED,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/11/2016 13:11,Same Day
DEBIT,2,4,9.659999847,85.44999695,Advance shipping,0,36,Golf Balls,Caguas,Puerto Rico,XXXXXXXXX,Mary,8280,Tyler,XXXXXXXXX,Consumer,PR,8958 Jagged Ridge,725.0,6,Outdoors,18.24285507,-66.37056732,Europe,Barcelona,España,8280,6/9/2015 6:15,10911,797,4.5,0.050000001,27321,17.98999977,0.109999999,5,89.94999695,85.44999695,9.659999847,Southern Europe,Cataluña,COMPLETE,,797,36,,http://images.acmesports.sports/Hirzl+Women%27s+Soffft+Flex+Golf+Glove,Hirzl Women's Soffft Flex Golf Glove,17.98999977,0,6/11/2015 6:15,Standard Class
